company_name,fyear,event_year,target,label_available_year,label_source,evidence_status
C_7,2018,2019,0,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_8,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2016,2017,0,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2017,2018,0,2018,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_9,2018,2019,0,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2016,2017,0,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2017,2018,0,2018,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_10,2018,2019,0,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2016,2017,0,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2017,2018,0,2018,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_11,2018,2019,0,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_12,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_13,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2016,2017,0,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2017,2018,0,2018,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_14,2018,2019,1,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_15,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_15,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_15,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_16,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_16,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2016,2017,0,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2017,2018,0,2018,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_17,2018,2019,0,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_18,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2016,2017,0,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2017,2018,0,2018,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_19,2018,2019,0,2019,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2006,2007,0,2007,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2007,2008,0,2008,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2008,2009,0,2009,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2009,2010,0,2010,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2010,2011,0,2011,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2011,2012,0,2012,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2012,2013,0,2013,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2013,2014,0,2014,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2014,2015,0,2015,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2015,2016,0,2016,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_20,2016,2017,1,2017,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_21,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_21,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_21,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_21,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,1999,2000,0,2000,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,2000,2001,0,2001,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,2001,2002,0,2002,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,2002,2003,0,2003,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,2003,2004,0,2004,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,2004,2005,0,2005,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
C_22,2005,2006,0,2006,reconstructed_failed_company_final_observation,annual_aggregate_verified_exact_availability_unverified
