split,dataset,fs,n_features,ensemble,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_1+15,1+15,mutual_info_r50,9,New,hybrid,0.791736,0.156437,0.665404,0.501742,0.092664,0.117549,0.498258
split_1+15,1+15,mutual_info_r50,9,Old_3,ensemble,0.557582,0.046797,0.41535,0.212544,0.026293,0.188328,0.787456
split_1+15,1+15,mutual_info_r50,9,New_3,ensemble,0.798729,0.173343,0.61742,0.414634,0.109576,0.080617,0.585366
split_1+15,1+15,mutual_info_r50,9,All_6,ensemble,0.756848,0.11746,0.65272,0.515679,0.066279,0.173822,0.484321
split_1+15,1+15,mutual_info_r50,9,Old_under_New_under,ensemble,0.765745,0.141119,0.601967,0.404181,0.085483,0.10346,0.595819
split_1+15,1+15,mutual_info_r50,9,Old_hybrid_New_hybrid,ensemble,0.742513,0.10976,0.662429,0.550523,0.060957,0.202918,0.449477
split_1+15,1+15,mutual_info_r80,15,Old,under,0.485513,0.039735,0.421833,0.240418,0.021657,0.259858,0.759582
split_1+15,1+15,mutual_info_r80,15,New,under,0.817125,0.207317,0.623687,0.414634,0.138211,0.061859,0.585366
split_1+15,1+15,mutual_info_r80,15,Old,over,0.525863,0.047385,0.493639,0.369338,0.025316,0.340225,0.630662
split_1+15,1+15,mutual_info_r80,15,New,over,0.792222,0.143785,0.680366,0.54007,0.082932,0.142893,0.45993
split_1+15,1+15,mutual_info_r80,15,Old,hybrid,0.556271,0.049521,0.516211,0.432056,0.026266,0.383243,0.567944
split_1+15,1+15,mutual_info_r80,15,New,hybrid,0.82639,0.15833,0.733075,0.634146,0.090457,0.152564,0.365854
split_1+15,1+15,mutual_info_r80,15,Old_3,ensemble,0.541537,0.05175,0.504023,0.365854,0.027844,0.305627,0.634146
split_1+15,1+15,mutual_info_r80,15,New_3,ensemble,0.838915,0.165971,0.731962,0.623693,0.095722,0.140975,0.376307
split_1+15,1+15,mutual_info_r80,15,All_6,ensemble,0.792873,0.135531,0.663693,0.515679,0.078018,0.145811,0.484321
split_1+15,1+15,mutual_info_r80,15,Old_under_New_under,ensemble,0.799624,0.172168,0.648037,0.463415,0.105723,0.093789,0.536585
split_1+15,1+15,mutual_info_r80,15,Old_hybrid_New_hybrid,ensemble,0.768903,0.12416,0.672273,0.547038,0.070027,0.173822,0.452962
split_2+14,2+14,no_fs,19,Old,under,0.548252,0.061824,0.425767,0.209059,0.036276,0.132889,0.790941
split_2+14,2+14,no_fs,19,New,under,0.81353,0.185666,0.657802,0.473868,0.11545,0.08687,0.526132
split_2+14,2+14,no_fs,19,Old,over,0.570736,0.05584,0.449803,0.247387,0.031472,0.182159,0.752613
split_2+14,2+14,no_fs,19,New,over,0.782794,0.14257,0.655974,0.494774,0.083284,0.130304,0.505226
split_2+14,2+14,no_fs,19,Old,hybrid,0.634153,0.070338,0.572379,0.449477,0.038154,0.271113,0.550523
split_2+14,2+14,no_fs,19,New,hybrid,0.820502,0.173238,0.672989,0.505226,0.104542,0.103543,0.494774
split_2+14,2+14,no_fs,19,Old_3,ensemble,0.611501,0.066122,0.491805,0.296167,0.037215,0.183326,0.703833
split_2+14,2+14,no_fs,19,New_3,ensemble,0.833463,0.184597,0.699794,0.547038,0.111033,0.104794,0.452962
split_2+14,2+14,no_fs,19,All_6,ensemble,0.797637,0.132976,0.664109,0.519164,0.076254,0.150479,0.480836
split_2+14,2+14,no_fs,19,Old_under_New_under,ensemble,0.793452,0.156682,0.649613,0.473868,0.093858,0.109462,0.526132
split_2+14,2+14,no_fs,19,Old_hybrid_New_hybrid,ensemble,0.784584,0.129202,0.612529,0.428571,0.076067,0.124552,0.571429
split_2+14,2+14,mutual_info_r50,9,Old,under,0.535063,0.04973,0.466519,0.289199,0.027204,0.247436,0.710801
split_2+14,2+14,mutual_info_r50,9,New,under,0.829045,0.183731,0.646598,0.456446,0.115013,0.084035,0.543554
split_2+14,2+14,mutual_info_r50,9,Old,over,0.521358,0.047337,0.470282,0.30662,0.025648,0.278699,0.69338
split_2+14,2+14,mutual_info_r50,9,New,over,0.791184,0.131789,0.690335,0.574913,0.074425,0.171071,0.425087
split_2+14,2+14,mutual_info_r50,9,Old,hybrid,0.53983,0.045505,0.353981,0.142857,0.027063,0.122885,0.857143
split_2+14,2+14,mutual_info_r50,9,New,hybrid,0.818065,0.162745,0.708429,0.578397,0.094695,0.132305,0.421603
split_2+14,2+14,mutual_info_r50,9,Old_3,ensemble,0.538143,0.049213,0.386779,0.174216,0.028653,0.141309,0.825784
split_2+14,2+14,mutual_info_r50,9,New_3,ensemble,0.833048,0.14996,0.736099,0.651568,0.08473,0.168404,0.348432
split_2+14,2+14,mutual_info_r50,9,All_6,ensemble,0.776086,0.124294,0.685073,0.574913,0.069679,0.18366,0.425087
split_2+14,2+14,mutual_info_r50,9,Old_under_New_under,ensemble,0.796847,0.131304,0.666678,0.526132,0.075012,0.155231,0.473868
split_2+14,2+14,mutual_info_r50,9,Old_hybrid_New_hybrid,ensemble,0.75108,0.115715,0.662835,0.54007,0.064799,0.186494,0.45993
split_2+14,2+14,mutual_info_r80,15,Old,under,0.551431,0.050068,0.341346,0.12892,0.031066,0.096207,0.87108
split_2+14,2+14,mutual_info_r80,15,New,under,0.835754,0.192666,0.698231,0.54007,0.117247,0.097291,0.45993
split_2+14,2+14,mutual_info_r80,15,Old,over,0.546304,0.052976,0.482659,0.310105,0.028962,0.24877,0.689895
split_2+14,2+14,mutual_info_r80,15,New,over,0.788807,0.130283,0.694055,0.585366,0.073298,0.177074,0.414634
split_2+14,2+14,mutual_info_r80,15,Old,hybrid,0.594847,0.057298,0.500045,0.33101,0.031363,0.244602,0.66899
split_2+14,2+14,mutual_info_r80,15,New,hybrid,0.825039,0.213953,0.667953,0.480836,0.137587,0.072113,0.519164
split_2+14,2+14,mutual_info_r80,15,Old_3,ensemble,0.579882,0.058714,0.47107,0.275261,0.032862,0.193831,0.724739
split_2+14,2+14,mutual_info_r80,15,New_3,ensemble,0.84416,0.155287,0.757177,0.69338,0.087434,0.173155,0.30662
split_2+14,2+14,mutual_info_r80,15,All_6,ensemble,0.798532,0.137049,0.668064,0.522648,0.078864,0.146061,0.477352
split_2+14,2+14,mutual_info_r80,15,Old_under_New_under,ensemble,0.81053,0.174785,0.624587,0.425087,0.110009,0.082284,0.574913
split_2+14,2+14,mutual_info_r80,15,Old_hybrid_New_hybrid,ensemble,0.774784,0.12451,0.618485,0.442509,0.072447,0.135556,0.557491
split_3+13,3+13,no_fs,19,Old,under,0.560213,0.046003,0.350666,0.139373,0.027548,0.117716,0.860627
split_3+13,3+13,no_fs,19,New,under,0.816263,0.193115,0.611833,0.400697,0.127212,0.065777,0.599303
split_3+13,3+13,no_fs,19,Old,over,0.575457,0.049594,0.410482,0.202091,0.028265,0.166236,0.797909
split_3+13,3+13,no_fs,19,New,over,0.78458,0.132098,0.688931,0.571429,0.074681,0.169404,0.428571
split_3+13,3+13,no_fs,19,Old,hybrid,0.60666,0.061258,0.531735,0.38676,0.033263,0.268945,0.61324
split_3+13,3+13,no_fs,19,New,hybrid,0.818584,0.185118,0.692236,0.533101,0.112006,0.101125,0.466899
split_3+13,3+13,no_fs,19,Old_3,ensemble,0.595915,0.056138,0.476263,0.289199,0.031086,0.215673,0.710801
split_3+13,3+13,no_fs,19,New_3,ensemble,0.835293,0.18171,0.689298,0.529617,0.109668,0.102876,0.470383
split_3+13,3+13,no_fs,19,All_6,ensemble,0.785574,0.12781,0.654104,0.505226,0.073158,0.153147,0.494774
split_3+13,3+13,no_fs,19,Old_under_New_under,ensemble,0.783223,0.137828,0.543147,0.320557,0.087786,0.0797,0.679443
split_3+13,3+13,no_fs,19,Old_hybrid_New_hybrid,ensemble,0.772588,0.130605,0.664533,0.522648,0.074627,0.155065,0.477352
split_3+13,3+13,mutual_info_r50,9,Old,under,0.529985,0.05182,0.361357,0.146341,0.031484,0.107712,0.853659
split_3+13,3+13,mutual_info_r50,9,New,under,0.788686,0.17917,0.627825,0.428571,0.11326,0.080283,0.571429
split_3+13,3+13,mutual_info_r50,9,Old,over,0.560329,0.043937,0.284797,0.087108,0.029377,0.068862,0.912892
split_3+13,3+13,mutual_info_r50,9,New,over,0.743744,0.157047,0.608898,0.407666,0.097257,0.090538,0.592334
split_3+13,3+13,mutual_info_r50,9,Old,hybrid,0.577256,0.054855,0.455636,0.25784,0.030693,0.194831,0.74216
split_3+13,3+13,mutual_info_r50,9,New,hybrid,0.76471,0.142989,0.679969,0.54007,0.082403,0.143893,0.45993
split_3+13,3+13,mutual_info_r50,9,Old_3,ensemble,0.571758,0.050847,0.391139,0.1777,0.029668,0.139058,0.8223
split_3+13,3+13,mutual_info_r50,9,New_3,ensemble,0.784526,0.169552,0.665866,0.494774,0.102305,0.103877,0.505226
split_3+13,3+13,mutual_info_r50,9,All_6,ensemble,0.73384,0.105675,0.569714,0.376307,0.061468,0.137474,0.623693
split_3+13,3+13,mutual_info_r50,9,Old_under_New_under,ensemble,0.740859,0.129619,0.5935,0.397213,0.077446,0.113214,0.602787
split_3+13,3+13,mutual_info_r50,9,Old_hybrid_New_hybrid,ensemble,0.720269,0.089483,0.536388,0.337979,0.051568,0.148729,0.662021
split_3+13,3+13,mutual_info_r80,15,Old,under,0.576257,0.05988,0.451244,0.243902,0.03413,0.165152,0.756098
split_3+13,3+13,mutual_info_r80,15,New,under,0.831845,0.191131,0.693903,0.533101,0.116438,0.09679,0.466899
split_3+13,3+13,mutual_info_r80,15,Old,over,0.56185,0.057045,0.477451,0.289199,0.031643,0.211755,0.710801
split_3+13,3+13,mutual_info_r80,15,New,over,0.775229,0.142857,0.676356,0.533101,0.08248,0.141892,0.466899
split_3+13,3+13,mutual_info_r80,15,Old,hybrid,0.598765,0.05846,0.516424,0.362369,0.031795,0.264027,0.637631
split_3+13,3+13,mutual_info_r80,15,New,hybrid,0.812033,0.200271,0.686178,0.515679,0.124265,0.086953,0.484321
split_3+13,3+13,mutual_info_r80,15,Old_3,ensemble,0.594817,0.054154,0.452571,0.254355,0.030303,0.194748,0.745645
split_3+13,3+13,mutual_info_r80,15,New_3,ensemble,0.834555,0.169427,0.733523,0.623693,0.098028,0.137307,0.376307
split_3+13,3+13,mutual_info_r80,15,All_6,ensemble,0.786706,0.132739,0.636159,0.466899,0.077367,0.133222,0.533101
split_3+13,3+13,mutual_info_r80,15,Old_under_New_under,ensemble,0.80172,0.158062,0.624776,0.432056,0.096724,0.09654,0.567944
split_3+13,3+13,mutual_info_r80,15,Old_hybrid_New_hybrid,ensemble,0.764741,0.127252,0.688793,0.578397,0.07149,0.179742,0.421603
split_4+12,4+12,no_fs,19,Old,under,0.578354,0.057372,0.392167,0.174216,0.034341,0.117216,0.825784
split_4+12,4+12,no_fs,19,New,under,0.843976,0.208412,0.723482,0.578397,0.127106,0.09504,0.421603
split_4+12,4+12,no_fs,19,Old,over,0.573694,0.054886,0.436606,0.229965,0.031161,0.171071,0.770035
split_4+12,4+12,no_fs,19,New,over,0.793382,0.169195,0.671736,0.505226,0.101612,0.106878,0.494774
split_4+12,4+12,no_fs,19,Old,hybrid,0.609421,0.066366,0.483171,0.28223,0.037604,0.172822,0.71777
split_4+12,4+12,no_fs,19,New,hybrid,0.830832,0.189235,0.71992,0.581882,0.112991,0.109296,0.418118
split_4+12,4+12,no_fs,19,Old_3,ensemble,0.602254,0.064306,0.452262,0.240418,0.037117,0.149229,0.759582
split_4+12,4+12,no_fs,19,New_3,ensemble,0.850406,0.17469,0.730681,0.61324,0.101852,0.129387,0.38676
split_4+12,4+12,no_fs,19,All_6,ensemble,0.802306,0.146372,0.603616,0.404181,0.089368,0.098541,0.595819
split_4+12,4+12,no_fs,19,Old_under_New_under,ensemble,0.815728,0.159126,0.683514,0.533101,0.093521,0.123635,0.466899
split_4+12,4+12,no_fs,19,Old_hybrid_New_hybrid,ensemble,0.782548,0.132004,0.645358,0.484321,0.076416,0.140058,0.515679
split_4+12,4+12,mutual_info_r50,9,Old,under,0.594406,0.081301,0.478555,0.261324,0.048139,0.123635,0.738676
split_4+12,4+12,mutual_info_r50,9,New,under,0.845135,0.211796,0.708851,0.550523,0.13112,0.087286,0.449477
split_4+12,4+12,mutual_info_r50,9,Old,over,0.586934,0.082268,0.476371,0.25784,0.048942,0.119883,0.74216
split_4+12,4+12,mutual_info_r50,9,New,over,0.800466,0.156843,0.682603,0.533101,0.091947,0.125969,0.466899
split_4+12,4+12,mutual_info_r50,9,Old,hybrid,0.591939,0.075163,0.45908,0.240418,0.044545,0.123385,0.759582
split_4+12,4+12,mutual_info_r50,9,New,hybrid,0.828223,0.210526,0.688429,0.515679,0.132261,0.08095,0.484321
split_4+12,4+12,mutual_info_r50,9,Old_3,ensemble,0.602864,0.07716,0.476297,0.261324,0.045263,0.131888,0.738676
split_4+12,4+12,mutual_info_r50,9,New_3,ensemble,0.844058,0.246753,0.661811,0.463415,0.168142,0.054856,0.536585
split_4+12,4+12,mutual_info_r50,9,All_6,ensemble,0.797104,0.146776,0.582882,0.372822,0.091375,0.088704,0.627178
split_4+12,4+12,mutual_info_r50,9,Old_under_New_under,ensemble,0.811815,0.154002,0.679589,0.529617,0.090101,0.12797,0.470383
split_4+12,4+12,mutual_info_r50,9,Old_hybrid_New_hybrid,ensemble,0.773991,0.115442,0.593722,0.407666,0.067241,0.135306,0.592334
split_4+12,4+12,mutual_info_r80,15,Old,under,0.599811,0.072647,0.44933,0.229965,0.043137,0.122051,0.770035
split_4+12,4+12,mutual_info_r80,15,New,under,0.842728,0.194836,0.719774,0.578397,0.117149,0.104293,0.421603
split_4+12,4+12,mutual_info_r80,15,Old,over,0.588052,0.060691,0.438957,0.226481,0.03504,0.149229,0.773519
split_4+12,4+12,mutual_info_r80,15,New,over,0.802316,0.164811,0.676142,0.515679,0.098078,0.113464,0.484321
split_4+12,4+12,mutual_info_r80,15,Old,hybrid,0.610978,0.070161,0.499913,0.303136,0.039672,0.175573,0.696864
split_4+12,4+12,mutual_info_r80,15,New,hybrid,0.844801,0.208696,0.704189,0.543554,0.129139,0.087703,0.456446
split_4+12,4+12,mutual_info_r80,15,Old_3,ensemble,0.613431,0.06777,0.495547,0.299652,0.038205,0.180492,0.700348
split_4+12,4+12,mutual_info_r80,15,New_3,ensemble,0.857127,0.226174,0.71391,0.554007,0.142091,0.080033,0.445993
split_4+12,4+12,mutual_info_r80,15,All_6,ensemble,0.809148,0.146161,0.686818,0.550523,0.084267,0.143143,0.449477
split_4+12,4+12,mutual_info_r80,15,Old_under_New_under,ensemble,0.808324,0.172497,0.668766,0.498258,0.104303,0.102376,0.501742
split_4+12,4+12,mutual_info_r80,15,Old_hybrid_New_hybrid,ensemble,0.796567,0.139983,0.698684,0.581882,0.079562,0.161067,0.418118
split_5+11,5+11,no_fs,19,Old,under,0.594771,0.079084,0.479991,0.264808,0.046483,0.129971,0.735192
split_5+11,5+11,no_fs,19,New,under,0.821197,0.190835,0.691855,0.529617,0.116386,0.096207,0.470383
split_5+11,5+11,no_fs,19,Old,over,0.619589,0.07428,0.487051,0.278746,0.042849,0.148979,0.721254
split_5+11,5+11,no_fs,19,New,over,0.792022,0.174614,0.642246,0.452962,0.108153,0.089371,0.547038
split_5+11,5+11,no_fs,19,Old,hybrid,0.626303,0.077811,0.515011,0.317073,0.044347,0.163485,0.682927
split_5+11,5+11,no_fs,19,New,hybrid,0.834018,0.176471,0.727942,0.606272,0.103264,0.125969,0.393728
split_5+11,5+11,no_fs,19,Old_3,ensemble,0.633563,0.081308,0.519816,0.320557,0.046559,0.157065,0.679443
split_5+11,5+11,no_fs,19,New_3,ensemble,0.844489,0.183342,0.732256,0.609756,0.107891,0.120634,0.390244
split_5+11,5+11,no_fs,19,All_6,ensemble,0.804416,0.149031,0.673779,0.522648,0.086906,0.131388,0.477352
split_5+11,5+11,no_fs,19,Old_under_New_under,ensemble,0.790179,0.167003,0.627193,0.432056,0.103506,0.089537,0.567944
split_5+11,5+11,no_fs,19,Old_hybrid_New_hybrid,ensemble,0.790173,0.141593,0.673946,0.529617,0.08172,0.142393,0.470383
split_5+11,5+11,mutual_info_r50,9,Old,under,0.580816,0.058108,0.368051,0.149826,0.036044,0.095873,0.850174
split_5+11,5+11,mutual_info_r50,9,New,under,0.841402,0.254799,0.691717,0.508711,0.169965,0.059441,0.491289
split_5+11,5+11,mutual_info_r50,9,Old,over,0.569091,0.064553,0.415305,0.195122,0.038674,0.116048,0.804878
split_5+11,5+11,mutual_info_r50,9,New,over,0.814843,0.165727,0.674519,0.512195,0.098857,0.111713,0.487805
split_5+11,5+11,mutual_info_r50,9,Old,hybrid,0.590339,0.07852,0.506542,0.303136,0.045101,0.153564,0.696864
split_5+11,5+11,mutual_info_r50,9,New,hybrid,0.83788,0.209801,0.66502,0.477352,0.134446,0.073531,0.522648
split_5+11,5+11,mutual_info_r50,9,Old_3,ensemble,0.593227,0.086785,0.455601,0.229965,0.053485,0.097374,0.770035
split_5+11,5+11,mutual_info_r50,9,New_3,ensemble,0.853614,0.180666,0.724251,0.595819,0.106476,0.119633,0.404181
split_5+11,5+11,mutual_info_r50,9,All_6,ensemble,0.795499,0.141424,0.666633,0.515679,0.081949,0.138224,0.484321
split_5+11,5+11,mutual_info_r50,9,Old_under_New_under,ensemble,0.799205,0.159919,0.693005,0.550523,0.093546,0.127637,0.449477
split_5+11,5+11,mutual_info_r50,9,Old_hybrid_New_hybrid,ensemble,0.779852,0.126111,0.660121,0.519164,0.071773,0.16065,0.480836
split_5+11,5+11,mutual_info_r80,15,Old,under,0.567809,0.068873,0.475838,0.268293,0.039507,0.156065,0.731707
split_5+11,5+11,mutual_info_r80,15,New,under,0.853509,0.210728,0.722163,0.574913,0.129007,0.092872,0.425087
split_5+11,5+11,mutual_info_r80,15,Old,over,0.589509,0.071329,0.477644,0.268293,0.041132,0.149646,0.731707
split_5+11,5+11,mutual_info_r80,15,New,over,0.794136,0.152656,0.671581,0.515679,0.089588,0.125386,0.484321
split_5+11,5+11,mutual_info_r80,15,Old,hybrid,0.642611,0.071383,0.418544,0.195122,0.043682,0.102209,0.804878
split_5+11,5+11,mutual_info_r80,15,New,hybrid,0.842119,0.183295,0.7013,0.550523,0.109951,0.106628,0.449477
split_5+11,5+11,mutual_info_r80,15,Old_3,ensemble,0.621261,0.077381,0.541273,0.362369,0.043315,0.191496,0.637631
split_5+11,5+11,mutual_info_r80,15,New_3,ensemble,0.856488,0.205862,0.69354,0.526132,0.127966,0.085786,0.473868
split_5+11,5+11,mutual_info_r80,15,All_6,ensemble,0.81068,0.150376,0.655322,0.487805,0.088889,0.119633,0.512195
split_5+11,5+11,mutual_info_r80,15,Old_under_New_under,ensemble,0.807676,0.177215,0.634109,0.439024,0.111013,0.084118,0.560976
split_5+11,5+11,mutual_info_r80,15,Old_hybrid_New_hybrid,ensemble,0.799743,0.138462,0.640674,0.470383,0.081179,0.127386,0.529617
split_6+10,6+10,no_fs,19,Old,under,0.593489,0.071841,0.418738,0.195122,0.044025,0.101376,0.804878
split_6+10,6+10,no_fs,19,New,under,0.855665,0.230769,0.657367,0.45993,0.154026,0.060442,0.54007
split_6+10,6+10,no_fs,19,Old,over,0.603406,0.067192,0.483901,0.28223,0.038136,0.170321,0.71777
split_6+10,6+10,no_fs,19,New,over,0.803808,0.184064,0.684077,0.519164,0.111862,0.098624,0.480836
split_6+10,6+10,no_fs,19,Old,hybrid,0.636922,0.074988,0.47757,0.264808,0.043678,0.138724,0.735192
split_6+10,6+10,no_fs,19,New,hybrid,0.835468,0.202899,0.712536,0.560976,0.123846,0.094956,0.439024
split_6+10,6+10,no_fs,19,Old_3,ensemble,0.63167,0.07836,0.449225,0.226481,0.047376,0.108962,0.773519
split_6+10,6+10,no_fs,19,New_3,ensemble,0.857742,0.188235,0.749531,0.641115,0.110312,0.123718,0.358885
split_6+10,6+10,no_fs,19,All_6,ensemble,0.812901,0.159046,0.616202,0.418118,0.0982,0.091872,0.581882
split_6+10,6+10,no_fs,19,Old_under_New_under,ensemble,0.818149,0.181435,0.641701,0.449477,0.113656,0.083868,0.550523
split_6+10,6+10,no_fs,19,Old_hybrid_New_hybrid,ensemble,0.797089,0.138344,0.624539,0.442509,0.081988,0.118549,0.557491
split_6+10,6+10,mutual_info_r50,9,Old,under,0.5682,0.066844,0.437517,0.219512,0.039424,0.12797,0.780488
split_6+10,6+10,mutual_info_r50,9,New,under,0.808887,0.186846,0.633969,0.43554,0.118934,0.077199,0.56446
split_6+10,6+10,mutual_info_r50,9,Old,over,0.562739,0.066981,0.459399,0.247387,0.038734,0.146895,0.752613
split_6+10,6+10,mutual_info_r50,9,New,over,0.782984,0.183891,0.62425,0.421603,0.11759,0.075698,0.578397
split_6+10,6+10,mutual_info_r50,9,Old,hybrid,0.592283,0.068103,0.480022,0.275261,0.038859,0.162901,0.724739
split_6+10,6+10,mutual_info_r50,9,New,hybrid,0.819915,0.191549,0.659151,0.473868,0.120035,0.083118,0.526132
split_6+10,6+10,mutual_info_r50,9,Old_3,ensemble,0.583859,0.078534,0.434138,0.209059,0.048348,0.098458,0.790941
split_6+10,6+10,mutual_info_r50,9,New_3,ensemble,0.8267,0.175728,0.702589,0.557491,0.104302,0.114548,0.442509
split_6+10,6+10,mutual_info_r50,9,All_6,ensemble,0.769494,0.133497,0.58363,0.379791,0.080981,0.103126,0.620209
split_6+10,6+10,mutual_info_r50,9,Old_under_New_under,ensemble,0.759776,0.129512,0.610586,0.425087,0.076393,0.122968,0.574913
split_6+10,6+10,mutual_info_r50,9,Old_hybrid_New_hybrid,ensemble,0.769581,0.119981,0.616184,0.442509,0.069399,0.141976,0.557491
split_6+10,6+10,mutual_info_r80,15,Old,under,0.588447,0.077838,0.468708,0.250871,0.046065,0.124302,0.749129
split_6+10,6+10,mutual_info_r80,15,New,under,0.849394,0.189095,0.712476,0.567944,0.113431,0.106211,0.432056
split_6+10,6+10,mutual_info_r80,15,Old,over,0.594339,0.075306,0.480306,0.268293,0.0438,0.140142,0.731707
split_6+10,6+10,mutual_info_r80,15,New,over,0.81439,0.146835,0.713991,0.606272,0.083533,0.15915,0.393728
split_6+10,6+10,mutual_info_r80,15,Old,hybrid,0.619458,0.080281,0.490877,0.278746,0.046893,0.135556,0.721254
split_6+10,6+10,mutual_info_r80,15,New,hybrid,0.84246,0.155645,0.748564,0.672474,0.088007,0.166736,0.327526
split_6+10,6+10,mutual_info_r80,15,Old_3,ensemble,0.616399,0.085238,0.463793,0.240418,0.051802,0.105294,0.759582
split_6+10,6+10,mutual_info_r80,15,New_3,ensemble,0.859224,0.216963,0.723655,0.574913,0.133712,0.08912,0.425087
split_6+10,6+10,mutual_info_r80,15,All_6,ensemble,0.807811,0.158955,0.670199,0.508711,0.094194,0.117049,0.491289
split_6+10,6+10,mutual_info_r80,15,Old_under_New_under,ensemble,0.802594,0.162816,0.675443,0.515679,0.096669,0.115298,0.484321
split_6+10,6+10,mutual_info_r80,15,Old_hybrid_New_hybrid,ensemble,0.795328,0.135011,0.711176,0.616725,0.075803,0.179908,0.383275
split_7+9,7+9,no_fs,19,Old,under,0.611416,0.094987,0.476102,0.250871,0.058584,0.096457,0.749129
split_7+9,7+9,no_fs,19,New,under,0.848279,0.213811,0.715189,0.560976,0.132075,0.088203,0.439024
split_7+9,7+9,no_fs,19,Old,over,0.631436,0.077802,0.551009,0.379791,0.04334,0.200584,0.620209
split_7+9,7+9,no_fs,19,New,over,0.791811,0.160668,0.685972,0.536585,0.094479,0.123051,0.463415
split_7+9,7+9,no_fs,19,Old,hybrid,0.658024,0.083183,0.521126,0.320557,0.047792,0.152814,0.679443
split_7+9,7+9,no_fs,19,New,hybrid,0.840192,0.166065,0.740167,0.641115,0.095386,0.145477,0.358885
split_7+9,7+9,no_fs,19,Old_3,ensemble,0.658057,0.088143,0.505201,0.292683,0.051884,0.12797,0.707317
split_7+9,7+9,no_fs,19,New_3,ensemble,0.85528,0.204082,0.729816,0.592334,0.123278,0.100792,0.407666
split_7+9,7+9,no_fs,19,All_6,ensemble,0.818851,0.165848,0.650454,0.470383,0.100671,0.100542,0.529617
split_7+9,7+9,no_fs,19,Old_under_New_under,ensemble,0.814109,0.167866,0.661314,0.487805,0.101376,0.10346,0.512195
split_7+9,7+9,no_fs,19,Old_hybrid_New_hybrid,ensemble,0.803472,0.155286,0.65912,0.491289,0.092217,0.115715,0.508711
split_7+9,7+9,mutual_info_r50,9,Old,under,0.617108,0.093049,0.510139,0.296167,0.055195,0.121301,0.703833
split_7+9,7+9,mutual_info_r50,9,New,under,0.848514,0.193342,0.690529,0.526132,0.118431,0.093706,0.473868
split_7+9,7+9,mutual_info_r50,9,Old,over,0.597825,0.075073,0.444775,0.222997,0.045134,0.11288,0.777003
split_7+9,7+9,mutual_info_r50,9,New,over,0.803568,0.175325,0.653101,0.470383,0.107741,0.093206,0.529617
split_7+9,7+9,mutual_info_r50,9,Old,hybrid,0.643461,0.094895,0.495431,0.275261,0.057329,0.108295,0.724739
split_7+9,7+9,mutual_info_r50,9,New,hybrid,0.832864,0.196416,0.662352,0.477352,0.123646,0.08095,0.522648
split_7+9,7+9,mutual_info_r50,9,Old_3,ensemble,0.636583,0.088922,0.434468,0.205575,0.056731,0.081784,0.794425
split_7+9,7+9,mutual_info_r50,9,New_3,ensemble,0.851469,0.194969,0.698843,0.54007,0.118956,0.095707,0.45993
split_7+9,7+9,mutual_info_r50,9,All_6,ensemble,0.815745,0.16188,0.625842,0.432056,0.099598,0.093456,0.567944
split_7+9,7+9,mutual_info_r50,9,Old_under_New_under,ensemble,0.817312,0.160516,0.652912,0.477352,0.096479,0.106961,0.522648
